ID,Question,Answer
979,Who has the authority to choose which player starts the next round of discussions?,The Sheriff has the authority to choose which player starts the next round of discussions.
980,Can the Werewolves kill multiple players in one night?,Werewolves can only kill one player in one night.
981,How many people can the Werewolves kill in one night?,Werewolves can only kill one player in one night.
982,"Can the Seer, Guard, and Villagers win if there is one Werewolf remaining?","The Seer, Guard, and Villagers can win if there is one Werewolf remaining."
983,Can the Sheriff choose a player to succeed him if he dies in the subsequent game?,"Yes, the Sheriff can choose a player to succeed him if he dies in the subsequent game."
984,What are the win conditions for the Villagers in the game?,The win condition for the Villagers is to eliminate all Werewolves.
985,What are the two roles of the Werewolves in the night round?,The two roles of the Werewolves in the night round are recognizing each other and choosing one player to kill.
986,Can the Villagers vote to eliminate a player during the night round?,"No, the Villagers cannot vote to eliminate a player during the night round."
987,How is the discussion phase conducted in the day round?,"During the discussion phase in the day round, each remaining player speaks once in order from player_0 to player_6 to discuss who might be the Werewolves."
988,How does the game handle situations where players have strong suspicions but no concrete evidence?,The game handles situations where players have strong suspicions but no concrete evidence by allowing them to voice their suspicions during the discussion phase and voting phase.
989,Can the Sheriff eliminate no player during the voting phase?,"Yes, the Sheriff can choose not to eliminate any player during the voting phase."
990,Can the Seer see the role of the player they choose?,The Seer can see the role of the player they choose during the night round.
991,How does the Sheriff influence the next round of discussions?,The Sheriff influences the next round of discussions by choosing which player starts the next round.
992,Can the Guard save the same player they chose during the night round?,"No, the Guard cannot save the same player they chose during the night round."
993,What do the Werewolves do in the night round?,"In the night round, the Werewolves recognize each other and choose one player to kill."
994,Can the Werewolves win if there is only one remaining Werewolf and one remaining Guard?,"No, the Werewolves cannot win if there is only one remaining Werewolf and one remaining Guard."
995,Who does the Seer choose to investigate during the night round?,The Seer can choose any player to investigate during the night round.
996,Can the Villagers determine who the Werewolves are during the day round?,The Villagers can try to determine who the Werewolves are during the day round by discussing and voting on players.
997,Can players vote for themselves during the election phase?,"Yes, players can vote for themselves during the election phase."
998,How does the announcement differ if a player was killed and not saved during the night round in the Werewolf game?,"If a player was killed and not saved during the night round, the announcement will be ""player_i was killed""."
999,Can the Sheriff be killed by the player they choose to start the next round of discussions?,"No, the Sheriff cannot be killed by the player they choose to start the next round of discussions."
1000,What is announced if no player was killed in the night round?,"If no player was killed in the night round, it will be announced that ""no player was killed""."
1001,Who is eliminated if a player receives the most votes during the voting phase?,The player who receives the most votes during the voting phase is eliminated.
1002,Can the Werewolves win the game without being suspected by the Villagers?,The Werewolves cannot win the game without being suspected by the Villagers.
1003,What happens if the Sheriff dies in the subsequent game?,"If the Sheriff dies in the subsequent game, they have the right to choose a player to succeed them as the sheriff."
1004,What is the purpose of the night round in the Werewolf game?,"The night round in the Werewolf game serves the purpose of allowing the Werewolves to recognize each other, choose a player to kill, and for the Seer and Guard to perform their respective actions."
1005,Can the Seer lie about their findings during the day round?,The Seer can lie about their findings during the day round.
1006,What determines the order of players speaking during the discussion phase?,"The order of players speaking during the discussion phase is determined by their player number, starting from player_0 to player_6."
1007,Can a player choose not to run for Sheriff during the election phase?,"Yes, a player can choose not to run for Sheriff during the election phase."
1008,Can the Werewolves kill themselves?,"No, the Werewolves cannot kill themselves."
1009,Can the Guard reveal their identity during the day round?,The Guard cannot reveal their identity during the day round.
1010,Can the Sheriff reveal their role to other players?,The Sheriff can choose to reveal their role to other players if they wish.
1011,Can the Sheriff vote for themselves during the election phase?,"Yes, the Sheriff can vote for themselves during the election phase."
1012,Can the Sheriff be a Villager in the Werewolf game?,"Yes, the Sheriff can be a Villager in the Werewolf game."
